	AC	AL	DE	DR	EN	GS	ID	LENG	NC	TC
TIGR00333	TIGR00333	clustalw	nrdI protein	HAMAP; MF_00128; 109 of 110	ribonucleoside-diphosphate reductase 2, operon protein nrdI	nrdI	nrdI	127	53.60 53.60	74.65 74.65
TIGR00531	TIGR00531	NA	acetyl-CoA carboxylase, biotin carboxyl carrier protein	NA	acetyl-CoA carboxylase, biotin carboxyl carrier protein	accB	BCCP	156	92.85 92.85	115.20 115.20
TIGR03048	TIGR03048	muscle	photosystem I iron-sulfur protein PsaC	PFAM; PF00037; Fer4	photosystem I iron-sulfur protein PsaC	psaC	PS_I_psaC	80	66.30 66.30	130.65 130.65
TIGR04236	TIGR04236	muscle	seadornavirus VP2 protein	NA	seadornavirus VP2 protein	VP2	seadorna_VP2	953	22.00 22.00	125.00 125.00
TIGR01586	TIGR01586	clustalw_manual	cysteine protease domain, YopT-type	NA	cysteine protease domain, YopT-type	NA	yopT_cys_prot	199	50.95 50.95	52.95 52.95
TIGR00300	TIGR00300	clustalw	TIGR00300 family protein	PDB; 3C2Q; Crystal Structure Of Conserved Putative LorSDH PROTEIN From Methanococcus Maripaludis S2	TIGR00300 family protein	NA	TIGR00300	407	229.50 229.50	410.80 410.80
TIGR01429	TIGR01429	clustalw_manual	AMP deaminase	NA	AMP deaminase	NA	AMP_deaminase	611	170.85 170.85	726.30 726.30
TIGR00142	TIGR00142	clustalw	hydrogenase maturation peptidase HycI	NA	hydrogenase maturation protease HycI	hycI	hycI	146	91.15 91.15	119.10 119.10
TIGR03756	TIGR03756	muscle_manual	integrating conjugative element protein, PFL_4710 family	NA	integrating conjugative element protein, PFL_4710 family	NA	conj_TIGR03756	298	102.05 102.05	188.35 188.35
TIGR01147	TIGR01147	clustalw	V-type ATPase, G subunit	NA	vacuolar ATP synthase, subunit G	NA	V_ATP_synt_G	113	50.45 50.45	56.95 56.95
TIGR03558	TIGR03558	muscle_manual	luciferase family oxidoreductase, group 1	NA	luciferase family oxidoreductase, group 1	NA	oxido_grp_1	325	127.85 127.85	166.95 166.95
TIGR01599	TIGR01599	clustalw	Plasmodium yoelii subtelomeric family PYST-A	NA	Plasmodium yoelii subtelomeric family PYST-A	NA	PYST-A	209	75.65 75.65	114.80 114.80
TIGR03890	TIGR03890	muscle_manual	nif11 domain/cupin domain protein	NA	nif11 domain/cupin domain protein	NA	nif11_cupin	171	120.65 120.65	159.45 159.45
TIGR04086	TIGR04086	muscle_manual	putative membrane protein, TIGR04086 family	NA	putative membrane protein, TIGR04086 family	NA	TIGR04086_membr	115	27.00 27.00	30.00 30.00
TIGR00749	TIGR00749	clustalw_manual	glucokinase	HAMAP; MF_00524; 82 of 84	glucokinase, proteobacterial type	glk	glk	315	123.20 123.20	225.45 225.45
TIGR01063	TIGR01063	clustalw	DNA gyrase, A subunit	NA	DNA gyrase, A subunit	gyrA	gyrA	800	874.00 874.00	877.00 877.00
TIGR01553	TIGR01553	clustalw	formate dehydrogenase, alpha subunit	NA	formate dehydrogenase, alpha subunit, proteobacterial-type	NA	formate-DH-alph	1009	572.60 572.60	814.20 814.20
TIGR03549	TIGR03549	muscle_manual	YcaO domain protein	NA	YcaO domain protein	NA	TIGR03549	723	800.00 800.00	900.00 900.00
TIGR00482	TIGR00482	clustalw_manual	nicotinate (nicotinamide) nucleotide adenylyltransferase	HAMAP; MF_00244; 278 of 287	nicotinate (nicotinamide) nucleotide adenylyltransferase	nadD	TIGR00482	194	63.85 63.85	112.45 112.45
TIGR00583	TIGR00583	NA	DNA repair protein (mre11)	SWISSPROT; P32829;	DNA repair protein (mre11)	NA	mre11	405	203.25 203.25	434.60 434.60
TIGR04124	TIGR04124	muscle_manual	archaeosortase family protein ArtE	NA	archaeosortase family protein ArtE	artE	archaeo_artE	153	65.00 65.00	95.00 95.00
TIGR00343	TIGR00343	clustalw	pyridoxal 5'-phosphate synthase, synthase subunit Pdx1	HAMAP; MF_01824; 117 of 131	pyridoxal 5'-phosphate synthase, synthase subunit Pdx1	NA	TIGR00343	287	152.25 152.25	438.45 438.45
TIGR01186	TIGR01186	clustalw	glycine betaine/L-proline transport ATP binding subunit	NA	glycine betaine/L-proline transport ATP binding subunit	proV	proV	363	315.80 315.80	326.60 326.60
TIGR01914	TIGR01914	clustalw_manual	CRISPR-associated protein Cas8a2/Csa4, subtype I-A/APERN	URL	CRISPR-associated protein Cas8a2/Csa4, subtype I-A/APERN	cas8a2	cas_Csa4	353	107.40 107.40	232.50 232.50
TIGR01960	TIGR01960	clustalw	NAD(P)H dehydrogenase, subunit NdhF3 family	NA	NAD(P)H dehydrogenase, subunit NdhF3 family	NA	ndhF3_CO2	606	393.50 393.50	588.70 588.70
TIGR00560	TIGR00560	Clustalw;	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	HAMAP; MF_01437; 27 of 27	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA	pgsA	183	72.30 72.30	109.10 109.10
TIGR01066	TIGR01066	clustalw	ribosomal protein L13	HAMAP; MF_01366; 438 of 470	ribosomal protein L13, bacterial type	rplM	rplM_bact	141	72.45 72.45	93.05 93.05
TIGR00727	TIGR00727	NA	small oligopeptide transporter, OPT family	EXPERIMENTAL; EGAD|56682|YPR194C; Saccharomyces cerevisiae	small oligopeptide transporter, OPT family	NA	ISP4_OPT	681	299.45 299.45	438.70 438.70
TIGR00607	TIGR00607	NA	recombination protein rad52	SWISSPROT; P43351;	recombination protein rad52	NA	rad52	161	65.05 65.05	224.80 224.80
TIGR01811	TIGR01811	clustalw_manual	succinate dehydrogenase or fumarate reductase, flavoprotein subunit	NA	succinate dehydrogenase or fumarate reductase, flavoprotein subunit, Bacillus subtilis subgroup	sdhA	sdhA_Bsu	603	452.65 452.65	541.35 541.35
TIGR03551	TIGR03551	muscle_manual	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofH subunit	NA	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofH subunit	cofH	F420_cofH	345	369.75 369.75	374.10 374.10
TIGR03330	TIGR03330	muscle_manual	S-adenosylmethionine decarboxylase proenzyme	NA	S-adenosylmethionine decarboxylase proenzyme, Bacillus form	speD	SAM_DCase_Bsu	112	70.45 70.45	75.65 75.65
TIGR03433	TIGR03433	muscle_manual	transcriptional regulator, Acidobacterial, PadR-family	PFAM; PF03551; PadR; transcriptional regulator, PadR family	transcriptional regulator, Acidobacterial, PadR-family	NA	padR_acidobact	101	99.30 99.30	101.80 101.80
TIGR01149	TIGR01149	clustalw	tetrahydromethanopterin S-methyltransferase, subunit G	HAMAP; MF_01500; 7 of 7	N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit G	mtrG	mtrG	70	40.35 40.35	50.65 50.65
TIGR01772	TIGR01772	clustalw	malate dehydrogenase, NAD-dependent	HAMAP; MF_01516; 82 of 88	malate dehydrogenase, NAD-dependent	mdh	MDH_euk_gproteo	313	201.00 201.00	273.05 273.05
TIGR00251	TIGR00251	clustalw	TIGR00251 family protein	HAMAP; MF_00634; 77 of 124	TIGR00251 family protein	NA	TIGR00251	87	33.50 33.50	53.50 53.50
TIGR02826	TIGR02826	clustalw	anaerobic ribonucleoside-triphosphate reductase activating protein	TIGRFAMs; TIGR02491; anaerobic ribonucleoside-triphosphate reductase activating protein.	anaerobic ribonucleoside-triphosphate reductase activating protein	nrdG	RNR_activ_nrdG3	148	77.35 77.35	151.70 151.70
TIGR02670	TIGR02670	clustalw	CRISPR-associated protein Cas8a1/Csx8, subtype I	URL	CRISPR-associated protein Cas8a1/Csx8, subtype I	cas8a1	cas_csx8	441	201.40 201.40	201.75 201.75
TIGR00073	TIGR00073	msa_tigr	hydrogenase accessory protein HypB	NA	hydrogenase accessory protein HypB	hypB	hypB	217	85.40 85.40	121.20 121.20
TIGR03843	TIGR03843	muscle_manual	conserved hypothetical protein	NA	conserved hypothetical protein	NA	TIGR03843	253	90.60 90.60	172.40 172.40
TIGR02284	TIGR02284	clustalw	conserved hypothetical protein	NA	conserved hypothetical protein	NA	TIGR02284	139	29.30 29.30	44.80 44.80
TIGR03252	TIGR03252	muscle	uncharacterized HhH-GPD family protein	PFAM; PF00730; HhH-GPD	uncharacterized HhH-GPD family protein	NA	TIGR03252	189	66.40 66.40	136.50 136.50
TIGR01382	TIGR01382	clustalw_manual	intracellular protease, PfpI family	NA	intracellular protease, PfpI family	NA	PfpI	169	112.55 112.55	139.05 139.05
TIGR00842	TIGR00842	clustalw_manual	transporter, betaine/carnitine/choline transporter (BCCT) family	HAMAP; MF_01049; 20 of 21	choline/carnitine/betaine transport	NA	bcct	452	340.30 340.30	407.55 407.55
TIGR00216	TIGR00216	clustalw	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	HAMAP; MF_00191; 291 of 300	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)	ispH	ispH_lytB	282	103.60 103.60	187.85 187.85
TIGR04282	TIGR04282	muscle_manual	transferase 1, rSAM/selenodomain-associated	NA	transferase 1, rSAM/selenodomain-associated	NA	glyco_like_cofC	189	125.00 125.00	134.00 134.00
TIGR02930	TIGR02930	muscle	V-containing nitrogenase, delta subunit	PFAM; PF03139; AnfG_VnfG	V-containing nitrogenase, delta subunit	vnfG	vnfG_nitrog	109	122.35 122.35	141.70 141.70
TIGR03383	TIGR03383	muscle_manual	urate oxidase	PF01014; Uricase	urate oxidase	pucL	urate_oxi	283	78.90 78.90	168.40 168.40
TIGR03397	TIGR03397	muscle_manual	acid phosphatase, Burkholderia-type	NA	acid phosphatase, Burkholderia-type	acpA	acid_phos_Burk	483	129.05 129.05	362.75 362.75
TIGR03761	TIGR03761	muscle_manual	integrating conjugative element protein, PFL_4669 family	NA	integrating conjugative element protein, PFL_4669 family	NA	ICE_PFL4669	216	80.75 80.75	110.70 110.70
TIGR01248	TIGR01248	clustalw	daunorubicin resistance protein C	NA	daunorubicin resistance protein C	NA	drrC	152	74.80 74.80	165.65 165.65
TIGR03253	TIGR03253	clustalw	formyl-CoA transferase	NA	formyl-CoA transferase	frc	oxalate_frc	416	371.30 371.30	504.20 504.20
TIGR03491	TIGR03491	muscle_manual	putative RecB family nuclease, TM0106 family	NA	RecB family nuclease, putative, TM0106 family	NA	TIGR03491	462	40.05 40.05	97.45 97.45
TIGR04088	TIGR04088	manual	SipW-cognate class signal peptide	NA	SipW-cognate class signal peptide	NA	cognate_SipW	34	16.00 16.00	19.00 19.00
TIGR01165	TIGR01165	clustalw	cobalt transport protein	HAMAP; MF_00330; 20 of 21	cobalt transport protein	cbiN	cbiN	91	32.25 32.25	104.85 104.85
TIGR02690	TIGR02690	clustalw_manual	arsenical resistance protein ArsH	NA	arsenical resistance protein ArsH	arsH	resist_ArsH	219	138.10 138.10	292.25 292.25
TIGR03137	TIGR03137	muscle	peroxiredoxin	NA	peroxiredoxin	ahpC	AhpC	187	208.15 208.15	272.00 272.00
TIGR01776	TIGR01776	clustalw_manual	TonB-dependent lactoferrin and transferrin receptors	NA	TonB-dependent lactoferrin and transferrin receptors	NA	TonB-tbp-lbp	946	308.00 308.00	468.80 468.80
TIGR03069	TIGR03069	muscle	photosystem II S4 domain protein	NA	photosystem II S4 domain protein	NA	PS_II_S4	257	201.35 201.35	201.55 201.55
TIGR03898	TIGR03898	muscle_manual	type 2 lantibiotic, mersacidin/lichenicidin family	NA	type 2 lantibiotic, mersacidin/lichenicidin family	NA	lanti_MRSA_kill	44	22.05 22.05	23.50 23.50
TIGR02960	TIGR02960	muscle	RNA polymerase sigma-70 factor, TIGR02960 family	NA	RNA polymerase sigma-70 factor, TIGR02960 family	NA	SigX5	322	180.50 180.50	264.75 264.75
TIGR00804	TIGR00804	clustalw_manual	nucleoside transporter, NupC family	NA	nucleoside transporter	NA	nupC	401	200.80 200.80	442.00 442.00
TIGR04183	TIGR04183	muscle_manual	Por secretion system C-terminal sorting domain	NA	Por secretion system C-terminal sorting domain	NA	Por_Secre_tail	72	20.00 20.00	23.00 23.00
TIGR01876	TIGR01876	clustalw	CRISPR-associated protein Cas5, subtype I-C/DVULG	URL	CRISPR-associated protein Cas5, subtype I-C/DVULG	cas5	cas_Cas5d	203	65.00 65.00	85.00 85.00
TIGR01957	TIGR01957	clustalw_manual	NADH-quinone oxidoreductase, B subunit	HAMAP; MF_01359; 5 of 116	NADH-quinone oxidoreductase, B subunit	NA	nuoB_fam	145	136.65 136.65	142.70 142.70
TIGR00726	TIGR00726	clustalw_manual	uncharacterized protein, YfiH family	PFAM; PF02578	uncharacterized protein, YfiH family	NA	TIGR00726	223	94.35 94.35	141.15 141.15
TIGR04052	TIGR04052	muscle_manual	AZL_007920/MXAN_0976 family protein	NA	AZL_007920/MXAN_0976 family protein	NA	AZL_007920_fam	206	90.75 90.75	95.05 95.05
TIGR02023	TIGR02023	clustalw	geranylgeranyl reductase	NA	geranylgeranyl reductase	NA	BchP-ChlP	388	215.70 215.70	343.30 343.30
TIGR01822	TIGR01822	clustalw	2-amino-3-ketobutyrate coenzyme A ligase	NA	2-amino-3-ketobutyrate coenzyme A ligase	kbl	2am3keto_CoA	393	439.10 439.10	493.00 493.00
TIGR04022	TIGR04022	muscle_manual	sulfur acquisition oxidoreductase, SfnB family	NA	sulfur acquisition oxidoreductase, SfnB family	NA	sulfur_SfnB	391	399.35 399.35	430.90 430.90
TIGR00805	TIGR00805	clustalw_manual	sodium-independent organic anion transporter	NA	sodium-independent organic anion transporter	oat	oat	639	259.30 259.30	280.00 280.00
TIGR03897	TIGR03897	muscle_manual	type 2 lantibiotic biosynthesis protein LanM	NA	type 2 lantibiotic biosynthesis protein LanM	lanM	lanti_2_LanM	932	287.60 287.60	304.00 304.00
TIGR00064	TIGR00064	manual	signal recognition particle-docking protein FtsY	PROSITE; PDOC00272;	signal recognition particle-docking protein FtsY	ftsY	ftsY	279	246.30 246.30	260.70 260.70
TIGR02913	TIGR02913	muscle	probable extracellular repeat, HAF family	NA	probable extracellular repeat, HAF family	NA	HAF_rpt	39	20.25 20.25	22.65 22.65
TIGR00363	TIGR00363	clustalw	lipoprotein, YaeC family	SWISSPROT; P04846; one of two E. coli members	lipoprotein, YaeC family	NA	TIGR00363	258	90.40 90.40	228.85 228.85
TIGR00702	TIGR00702	clustalw_manual	uncharacterized domain	PFAM; PF02624	uncharacterized domain	NA	TIGR00702	377	41.35 41.35	75.65 75.65
TIGR00836	TIGR00836	clustalw_manual	ammonium transporter	NA	ammonium transporter	amt	amt	406	250.20 250.20	343.30 343.30
TIGR00683	TIGR00683	NA	N-acetylneuraminate lyase	HAMAP; MF_01237; 30 of 49	N-acetylneuraminate lyase	nanA	nanA	293	154.10 154.10	382.00 382.00
TIGR03452	TIGR03452	muscle_manual	mycothione reductase	NA	mycothione reductase	mtr	mycothione_red	452	411.55 411.55	635.65 635.65
TIGR03541	TIGR03541	muscle_manual	LuxR family transcriptional regulatory, chaperone HchA-associated	NA	LuxR family transcriptional regulatory, chaperone HchA-associated	NA	reg_near_HchA	232	215.45 215.45	215.60 215.60
TIGR01036	TIGR01036	clustalw	dihydroorotate dehydrogenase (fumarate)	HAMAP; MF_00225; 260 of 263	dihydroorotate dehydrogenase, subfamily 2	pyrD	pyrD_sub2	356	200.00 200.00	200.00 200.00
TIGR01104	TIGR01104	clustalw	V-type H(+)-translocating pyrophosphatase	HAMAP; MF_01130; 22 of 31	vacuolar-type H(+)-translocating pyrophosphatase	NA	V_PPase	697	283.60 283.60	651.90 651.90
TIGR03566	TIGR03566	muscle_manual	FMN reductase	NA	FMN reductase, MsuE subfamily	msuE	FMN_reduc_MsuE	174	119.50 119.50	212.50 212.50
TIGR02184	TIGR02184	clustalw	Mycoplasma virulence family signal region	NA	Mycoplasma virulence family signal region	NA	Myco_arth_vir_N	33	20.40 20.40	28.50 28.50
TIGR04136	TIGR04136	muscle_manual	radical SAM peptide maturase, FibroRumin system	NA	radical SAM peptide maturase, FibroRumin system	NA	rSAM_FibroRumin	458	250.00 250.00	400.00 400.00
TIGR01326	TIGR01326	clustalw_manual	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	PROSITE; PDOC00677; Cys/Met metabolism enzymes pyridoxal-phosphate attachment site	OAH/OAS sulfhydrylase	NA	OAH_OAS_sulfhy	418	483.05 483.05	495.10 495.10
TIGR02998	TIGR02998	muscle	regulator of ribonuclease activity A	HAMAP; MF_00471; 55 of 128	regulator of ribonuclease activity A	rraA	RraA_entero	161	224.35 224.35	241.25 241.25
TIGR02128	TIGR02128	clustalw	bifunctional phosphoglucose/phosphomannose isomerase	NA	bifunctional phosphoglucose/phosphomannose isomerase	NA	G6PI_arch	308	111.10 111.10	213.90 213.90
TIGR04085	TIGR04085	clustalw_manual	radical SAM additional 4Fe4S-binding SPASM domain	NA	radical SAM additional 4Fe4S-binding SPASM domain	NA	rSAM_more_4Fe4S	93	16.00 16.00	27.00 27.00
TIGR02058	TIGR02058	clustalw	conserved hypothetical protein	NA	conserved hypothetical protein	NA	lin0512_fam	117	27.85 27.85	56.85 56.85
TIGR00661	TIGR00661	NA	conserved hypothetical protein	NA	conserved hypothetical protein	NA	MJ1255	321	38.70 38.70	195.90 195.90
TIGR00851	TIGR00851	clustalw_manual	PTS system, mannitol-specific IIC component	Interpro; IPR003352	PTS system, mannitol-specific IIC component	mtlA	mtlA	340	398.55 398.55	468.40 468.40
TIGR03771	TIGR03771	muscle_manual	anchored repeat-type ABC transporter, ATP-binding subunit	NA	anchored repeat-type ABC transporter, ATP-binding subunit	NA	anch_rpt_ABC	223	237.60 237.60	268.80 268.80
TIGR01259	TIGR01259	clustalw	comEA protein	NA	comEA protein	NA	comE	120	66.40 66.40	152.35 152.35
TIGR04055	TIGR04055	muscle_manual	putative heme d1 biosynthesis radical SAM protein NirJ2	NA	putative heme d1 biosynthesis radical SAM protein NirJ2	nirJ2	rSAM_NirJ2	325	418.35 418.35	438.05 438.05
TIGR01671	TIGR01671	clustalw_manual	phage conserved hypothetical protein TIGR01671	NA	phage uncharacterized protein TIGR01671	NA	phage_TIGR01671	151	25.85 25.85	41.30 41.30
TIGR01520	TIGR01520	clustalw	fructose-bisphosphate aldolase, class II	EXPERIMENTAL; SP|P11604; Escherichia coli	fructose-bisphosphate aldolase, class II, yeast/E. coli subtype	fbaA	FruBisAldo_II_A	357	206.25 206.25	347.70 347.70
TIGR01181	TIGR01181	clustalw_manual	dTDP-glucose 4,6-dehydratase	NA	dTDP-glucose 4,6-dehydratase	rfbB	dTDP_gluc_dehyt	321	197.00 197.00	365.10 365.10
TIGR02821	TIGR02821	clustalw	S-formylglutathione hydrolase	NA	S-formylglutathione hydrolase	fghA	fghA_ester_D	275	131.95 131.95	281.70 281.70
TIGR03047	TIGR03047	muscle	photosystem II reaction center protein Psb28	HAMAP; MF_01370; 37 of 37	photosystem II reaction center protein Psb28	psb28	PS_II_psb28	109	38.25 38.25	61.10 61.10
TIGR00753	TIGR00753	clustalw_manual	undecaprenyl-diphosphatase UppP	HAMAP; MF_01006; 348 of 485	undecaprenyl-diphosphatase UppP	uppP	undec_PP_bacA	255	107.90 107.90	217.50 217.50
TIGR02073	TIGR02073	clustalw_manual	penicillin-binding protein 1C	NA	penicillin-binding protein 1C	pbpC	PBP_1c	728	407.25 407.25	494.20 494.20
TIGR03061	TIGR03061	muscle_manual	YhgE/Pip N-terminal domain	EXPERIMENTAL; SP|P49022; phage infection protein	YhgE/Pip N-terminal domain	NA	pip_yhgE_Nterm	164	51.90 51.90	96.15 96.15
TIGR02004	TIGR02004	clustalw	PTS system, maltose and glucose-specific IIBC component	NA	PTS system, maltose and glucose-specific IIBC component	malX	PTS-IIBC-malX	517	511.90 511.90	632.20 632.20
TIGR01134	TIGR01134	clustalw_manual	amidophosphoribosyltransferase	COGS; COG0034	amidophosphoribosyltransferase	purF	purF	432	166.25 166.25	350.00 350.00
TIGR00186	TIGR00186	clustalw	RNA methyltransferase, TrmH family, group 3	NA	rRNA methylase, putative, group 3	NA	rRNA_methyl_3	240	149.10 149.10	160.15 160.15
TIGR02628	TIGR02628	clustalw	L-fuculokinase	PFAM; PF02782; FGGY family of carbohydrate kinases, C-terminal domain	L-fuculokinase	fucK	fuculo_kin_coli	465	296.85 296.85	470.90 470.90
TIGR00693	TIGR00693	clustalw_manual	thiamine-phosphate pyrophosphorylase	HAMAP; MF_01327; 11 of 11	thiamine-phosphate pyrophosphorylase	thiE	thiE	197	60.35 60.35	145.10 145.10
TIGR00486	TIGR00486	clustalw	dinuclear metal center protein, YbgI/SA1388 family	NA	dinuclear metal center protein, YbgI/SA1388 family	NA	YbgI_SA1388	250	107.15 107.15	130.55 130.55
TIGR00469	TIGR00469	clustalw	phenylalanine--tRNA ligase	NA	phenylalanyl-tRNA synthetase, mitochondrial	pheS	pheS_mito	451	157.15 157.15	258.35 258.35
TIGR01683	TIGR01683	clustalw_manual	thiamine biosynthesis protein ThiS	HAMAP; MF_00443; 1 of 268	thiamine biosynthesis protein ThiS	thiS	thiS	64	29.40 29.40	37.45 37.45
TIGR00372	TIGR00372	clustalw_manual	CRISPR-associated protein Cas4	URL	CRISPR-associated protein Cas4	cas4	cas4	180	59.90 59.90	65.00 65.00
TIGR02872	TIGR02872	muscle	sporulation integral membrane protein YtvI	NA	sporulation integral membrane protein YtvI	ytvI	spore_ytvI	341	147.55 147.55	198.15 198.15
TIGR03356	TIGR03356	muscle	beta-galactosidase	NA	beta-galactosidase	NA	BGL	427	453.85 453.85	478.50 478.50
TIGR02075	TIGR02075	clustalw_manual	UMP kinase	HAMAP; MF_01220; 492 of 538	uridylate kinase	pyrH	pyrH_bact	233	124.70 124.70	243.90 243.90
TIGR02680	TIGR02680	clustalw	TIGR02680 family protein	NA	TIGR02680 family protein	NA	TIGR02680	1356	462.55 462.55	462.85 462.85
TIGR00714	TIGR00714	clustalw_manual	Fe-S protein assembly co-chaperone HscB	HAMAP; MF_00682; 109 of 111	Fe-S protein assembly co-chaperone HscB	hscB	hscB	156	44.70 44.70	46.75 46.75
TIGR01618	TIGR01618	clustalw_manual	phage nucleotide-binding protein	NA	phage nucleotide-binding protein	NA	phage_P_loop	220	46.65 46.65	138.75 138.75
TIGR02655	TIGR02655	clustalw	circadian clock protein KaiC	HAMAP; MF_01836; 13 of 13	circadian clock protein KaiC	kaiC	circ_KaiC	484	364.05 364.05	546.25 546.25
TIGR02693	TIGR02693	clustalw	arsenite oxidase, large subunit	NA	arsenite oxidase, large subunit	NA	arsenite_ox_L	806	357.05 357.05	359.05 359.05
TIGR01263	TIGR01263	clustalw_manual	4-hydroxyphenylpyruvate dioxygenase	EXPERIMENTAL; EGAD|22485; Streptomyces avermitilis	4-hydroxyphenylpyruvate dioxygenase	hppD	4HPPD	353	93.60 93.60	277.00 277.00
TIGR04171	TIGR04171	muscle_manual	ribonucleoside-diphosphate reductase, class 1b, beta subunit	NA	ribonucleoside-diphosphate reductase, class 1b, beta subunit	nrdF	RNR_1b_NrdF	316	270.00 270.00	355.00 355.00
